"run_timestamp_utc","machine","system","platform","cpu","gpu","logical_cores","total_ram_gb","r_version","fastEmbedR_version","faissR_version","uwot_version","Rtsne_version","requested_threads"
"2026-06-27 06:28:36 UTC","icgeb-bioinformatics-unit","Linux 6.8.0-124-generic","x86_64-conda-linux-gnu","13th Gen Intel(R) Core(TM) i7-13700","NVIDIA GeForce RTX 5060 Ti, 595.71.05, 16311 MiB",24,31.02,"4.5.3","0.1.0","0.1.0","0.2.4","0.17",4
